Nested Section Name,Link
1210.02(b)(i) - Other Meanings,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8547.html
1210.02(b)(i)(A) - Surname Significance,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8594.html
1210.02(b)(i)(A) - Surname Significance,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8594.html
1210.02(b)(ii) - More Than One Geographic Location With Same Name,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8606.html
1210.02(b)(iii) - Non-Geographic Characteristics of Goods or Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8618.html
1210.02(b)(iv) - “America” or “American” and Similar Terms in Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8657.html
1210.02(c) - Geographic Terms Combined With Additional Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8739.html
1210.02(c)(i) - Two Geographic Terms Combined,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8764.html
1210.02(c)(ii) - Geographic Terms Combined With Descriptive or Generic Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8781.html
"1210.02(c)(iii) - Arbitrary, Fanciful, or Suggestive Composites",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8809.html
1210.02(c)(i) - Two Geographic Terms Combined,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8764.html
1210.02(c)(ii) - Geographic Terms Combined With Descriptive or Generic Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8781.html
"1210.02(c)(iii) - Arbitrary, Fanciful, or Suggestive Composites",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8809.html
1210.03 - Geographic Origin of the Goods or Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8819.html
1210.04 - Goods/Place or Services/Place Association,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8881.html
1210.04(a) - Establishing Goods/Place Association,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8939.html
1210.04(b) - Establishing Services/Place Association,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9007.html
1210.04(c) - Obscure or Remote Geographic Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9034.html
1210.04(d) - Arbitrary Use of Geographic Terms,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9060.html
1210.04(a) - Establishing Goods/Place Association,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e8939.html
1210.04(b) - Establishing Services/Place Association,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9007.html
1210.04(c) - Obscure or Remote Geographic Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9034.html
1210.04(d) - Arbitrary Use of Geographic Terms,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9060.html
1210.05 - Geographically Deceptive Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9071.html
1210.05(a) - Basis for Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9075.html
1210.05(b) - Elements of a §2(e)(3) Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9104.html
1210.05(c) - Determining Materiality,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9135.html
1210.05(c)(i) - Materiality In Cases Involving Goods,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9141.html
1210.05(c)(ii) - Materiality In Cases Involving Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9195.html
1210.05(d) - Procedures for Issuing Geographically Deceptive Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9243.html
1210.05(d)(i) - Neither Applicant Nor Goods/Services Come from the Place Named,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9258.html
1210.05(d)(ii) - It is Not Clear Whether the Goods/Services Originate From the Place Named,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9298.html
1210.05(e) - Geographically Deceptive Matter: Case References,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9343.html
1210.05(a) - Basis for Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9075.html
1210.05(b) - Elements of a §2(e)(3) Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9104.html
1210.05(c) - Determining Materiality,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9135.html
1210.05(c)(i) - Materiality In Cases Involving Goods,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9141.html
1210.05(c)(ii) - Materiality In Cases Involving Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9195.html
1210.05(c)(i) - Materiality In Cases Involving Goods,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9141.html
1210.05(c)(ii) - Materiality In Cases Involving Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9195.html
1210.05(d) - Procedures for Issuing Geographically Deceptive Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9243.html
1210.05(d)(i) - Neither Applicant Nor Goods/Services Come from the Place Named,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9258.html
1210.05(d)(ii) - It is Not Clear Whether the Goods/Services Originate From the Place Named,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9298.html
1210.05(d)(i) - Neither Applicant Nor Goods/Services Come from the Place Named,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9258.html
1210.05(d)(ii) - It is Not Clear Whether the Goods/Services Originate From the Place Named,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9298.html
1210.05(e) - Geographically Deceptive Matter: Case References,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9343.html
1210.06 - Procedure for Examining Geographic Composite Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9399.html
1210.06(a) - Marks That Include Primarily Geographically Descriptive Terms Combined With Additional Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9439.html
1210.06(b) - Marks That Include Primarily Geographically Deceptively Misdescriptive and Deceptive Terms Combined With Additional Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9472.html
1210.06(a) - Marks That Include Primarily Geographically Descriptive Terms Combined With Additional Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9439.html
1210.06(b) - Marks That Include Primarily Geographically Deceptively Misdescriptive and Deceptive Terms Combined With Additional Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9472.html
1210.07 - Supplemental Register and §2(f),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9498.html
1210.07(a) - Registrability of Geographic Terms on the Supplemental Register,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9502.html
1210.07(b) - Registrability of Geographic Terms under §2(f),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9539.html
1210.07(a) - Registrability of Geographic Terms on the Supplemental Register,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9502.html
1210.07(b) - Registrability of Geographic Terms under §2(f),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9539.html
1210.08 - Geographical Indications Used on Wines and Spirits,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9579.html
1210.08(a) - Geographical Indications Used on Wines and Spirits That Do Not Originate in the Named Place,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9593.html
1210.08(b) - Geographical Indications Used on Wines and Spirits That Originate in the Named Place,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9638.html
1210.08(c) - Geographical Indications That Are Generic for Wines and Spirits,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9652.html
1210.08(a) - Geographical Indications Used on Wines and Spirits That Do Not Originate in the Named Place,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9593.html
1210.08(b) - Geographical Indications Used on Wines and Spirits That Originate in the Named Place,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9638.html
1210.08(c) - Geographical Indications That Are Generic for Wines and Spirits,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9652.html
1210.09 - Geographic Certification Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9663.html
1210.10 - Doctrine of Foreign Equivalents,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9683.html
1211 - Refusal on Basis of Surname,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9735.html
1211.01 - “Primarily Merely a Surname”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9765.html
1211.01(a) - Non-Surname Significance,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9798.html
1211.01(a)(i) - Ordinary Language Meaning,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9804.html
1211.01(a)(ii) - Phonetic Equivalent of Term with Ordinary Language Meaning,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9825.html
1211.01(a)(iii) - Geographical Significance,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9846.html
1211.01(a)(iv) - Historical Place or Person,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9858.html
1211.01(a)(v) - Rare Surnames,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9884.html
1211.01(a)(vi) - “Structure and Pronunciation” of a Surname,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9920.html
1211.01(a)(vii) - Doctrine of Foreign Equivalents,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9941.html
1211.01(b) - Surname Combined with Additional Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9975.html
1211.01(b)(i) - Double Surnames,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9987.html
1211.01(b)(ii) - Stylization or Design Elements,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9996.html
1211.01(b)(iii) - Surname Combined with Initials,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10013.html
1211.01(b)(iv) - Surname Combined with Title,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10029.html
1211.01(b)(v) - Surname in Plural or Possessive Form,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10044.html
1211.01(b)(vi) - Surname Combined with Additional Wording,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10065.html
1211.01(b)(vii) - Surname Combined with Domain Name,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10103.html
1211.01(b)(viii) - Surname Combined with Legal or Familial Entity Designation,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10112.html
1211.02 - Evidence Relating to Surname Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10129.html
1211.02(a) - Evidentiary Burden – Generally,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10133.html
1211.02(b) - Evidentiary Considerations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10175.html
1211.02(b)(i) - Telephone Directory Listings,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10185.html
1211.02(b)(ii) - LexisNexis® Research Database Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10213.html
1211.02(b)(iii) - U.S. Census Database Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10232.html
1211.02(b)(iv) - Surname of Person Associated with Applicant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10238.html
1211.02(b)(v) - Specimens Confirming Surname Significance of Term,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10263.html
1211.02(b)(vi) - Negative Dictionary Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10284.html
1211.02(b)(vii) - Evidence of Fame of a Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10298.html
1211.01 - “Primarily Merely a Surname”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9765.html
1211.01(a) - Non-Surname Significance,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9798.html
1211.01(a)(i) - Ordinary Language Meaning,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9804.html
1211.01(a)(ii) - Phonetic Equivalent of Term with Ordinary Language Meaning,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9825.html
1211.01(a)(iii) - Geographical Significance,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9846.html
1211.01(a)(iv) - Historical Place or Person,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9858.html
1211.01(a)(v) - Rare Surnames,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9884.html
1211.01(a)(vi) - “Structure and Pronunciation” of a Surname,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9920.html
1211.01(a)(vii) - Doctrine of Foreign Equivalents,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9941.html
1211.01(b) - Surname Combined with Additional Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9975.html
1211.01(b)(i) - Double Surnames,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9987.html
1211.01(b)(ii) - Stylization or Design Elements,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9996.html
1211.01(b)(iii) - Surname Combined with Initials,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10013.html
1211.01(b)(iv) - Surname Combined with Title,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10029.html
1211.01(b)(v) - Surname in Plural or Possessive Form,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10044.html
1211.01(b)(vi) - Surname Combined with Additional Wording,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10065.html
1211.01(b)(vii) - Surname Combined with Domain Name,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10103.html
1211.01(b)(viii) - Surname Combined with Legal or Familial Entity Designation,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10112.html
1211.01(a) - Non-Surname Significance,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9798.html
1211.01(a)(i) - Ordinary Language Meaning,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9804.html
1211.01(a)(ii) - Phonetic Equivalent of Term with Ordinary Language Meaning,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9825.html
1211.01(a)(iii) - Geographical Significance,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9846.html
1211.01(a)(iv) - Historical Place or Person,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9858.html
1211.01(a)(v) - Rare Surnames,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9884.html
1211.01(a)(vi) - “Structure and Pronunciation” of a Surname,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9920.html
1211.01(a)(vii) - Doctrine of Foreign Equivalents,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9941.html
1211.01(a)(i) - Ordinary Language Meaning,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9804.html
1211.01(a)(ii) - Phonetic Equivalent of Term with Ordinary Language Meaning,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9825.html
1211.01(a)(iii) - Geographical Significance,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9846.html
1211.01(a)(iv) - Historical Place or Person,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9858.html
1211.01(a)(v) - Rare Surnames,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9884.html
1211.01(a)(vi) - “Structure and Pronunciation” of a Surname,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9920.html
1211.01(a)(vii) - Doctrine of Foreign Equivalents,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9941.html
1211.01(b) - Surname Combined with Additional Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9975.html
1211.01(b)(i) - Double Surnames,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9987.html
1211.01(b)(ii) - Stylization or Design Elements,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9996.html
1211.01(b)(iii) - Surname Combined with Initials,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10013.html
1211.01(b)(iv) - Surname Combined with Title,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10029.html
1211.01(b)(v) - Surname in Plural or Possessive Form,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10044.html
1211.01(b)(vi) - Surname Combined with Additional Wording,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10065.html
1211.01(b)(vii) - Surname Combined with Domain Name,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10103.html
1211.01(b)(viii) - Surname Combined with Legal or Familial Entity Designation,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10112.html
1211.01(b)(i) - Double Surnames,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9987.html
1211.01(b)(ii) - Stylization or Design Elements,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e9996.html
1211.01(b)(iii) - Surname Combined with Initials,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10013.html
1211.01(b)(iv) - Surname Combined with Title,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10029.html
1211.01(b)(v) - Surname in Plural or Possessive Form,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10044.html
1211.01(b)(vi) - Surname Combined with Additional Wording,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10065.html
1211.01(b)(vii) - Surname Combined with Domain Name,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10103.html
1211.01(b)(viii) - Surname Combined with Legal or Familial Entity Designation,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10112.html
1211.02 - Evidence Relating to Surname Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10129.html
1211.02(a) - Evidentiary Burden – Generally,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10133.html
1211.02(b) - Evidentiary Considerations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10175.html
1211.02(b)(i) - Telephone Directory Listings,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10185.html
1211.02(b)(ii) - LexisNexis® Research Database Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10213.html
1211.02(b)(iii) - U.S. Census Database Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10232.html
1211.02(b)(iv) - Surname of Person Associated with Applicant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10238.html
1211.02(b)(v) - Specimens Confirming Surname Significance of Term,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10263.html
1211.02(b)(vi) - Negative Dictionary Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10284.html
1211.02(b)(vii) - Evidence of Fame of a Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10298.html
1211.02(a) - Evidentiary Burden – Generally,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10133.html
1211.02(b) - Evidentiary Considerations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10175.html
1211.02(b)(i) - Telephone Directory Listings,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10185.html
1211.02(b)(ii) - LexisNexis® Research Database Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10213.html
1211.02(b)(iii) - U.S. Census Database Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10232.html
1211.02(b)(iv) - Surname of Person Associated with Applicant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10238.html
1211.02(b)(v) - Specimens Confirming Surname Significance of Term,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10263.html
1211.02(b)(vi) - Negative Dictionary Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10284.html
1211.02(b)(vii) - Evidence of Fame of a Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10298.html
1211.02(b)(i) - Telephone Directory Listings,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10185.html
1211.02(b)(ii) - LexisNexis® Research Database Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10213.html
1211.02(b)(iii) - U.S. Census Database Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10232.html
1211.02(b)(iv) - Surname of Person Associated with Applicant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10238.html
1211.02(b)(v) - Specimens Confirming Surname Significance of Term,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10263.html
1211.02(b)(vi) - Negative Dictionary Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10284.html
1211.02(b)(vii) - Evidence of Fame of a Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10298.html
1212 - Acquired Distinctiveness or Secondary Meaning,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10316.html
1212.01 - General Evidentiary Matters,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10380.html
1212.02 - General Procedural Matters,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10438.html
1212.02(a) - Situations in Which a Claim of Distinctiveness Under §2(f) Is Appropriate,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10442.html
"1212.02(b) - Section 2(f) Claim Is, for Procedural Purposes, a Concession that Matter Is Not Inherently Distinctive",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10461.html
1212.02(c) - Claiming §2(f) Distinctiveness in the Alternative,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10488.html
1212.02(d) - Unnecessary §2(f) Claims,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10537.html
1212.02(e) - Disclaimers in Applications Claiming Distinctiveness under §2(f),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10561.html
1212.02(f) - Section 2(f) Claim in Part,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10570.html
1212.02(f)(i) - Standards for Establishing Acquired Distinctiveness for Claims of §2(f) in Part,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10574.html
1212.02(f)(ii) - Appropriate/Inappropriate Situations for Claiming §2(f) in Part,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10629.html
1212.02(f)(ii)(A) - Appropriate Situations for Claiming §2(f) in Part,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10645.html
1212.02(f)(ii)(B) - Inappropriate Situations for Claiming §2(f) in Part,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10688.html
1212.02(g) - Examining Attorney’s Role in Suggesting §2(f) or Appropriate Kind/Amount of Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10742.html
1212.02(h) - Nonfinal and Final Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10763.html
1212.02(i) - Section 2(f) Claim with Respect to Incapable Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10807.html
1212.02(j) - Section 2(f) Claim Restricted to Particular Goods/Services/Classes,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10882.html
1212.03 - Three Types of Evidence of Distinctiveness under §2(f),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10936.html
1212.04 - Prior Registrations as Proof of Distinctiveness,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10951.html
